Disease_id,Symptom_id,relation_type,database
MESH:D001471,D004415,DpS,Hetionet
MESH:D009373,D009886,DpS,Hetionet
MESH:D003866,D006212,DpS,Hetionet
MESH:D007680,D015160,DpS,Hetionet
MESH:D008545,D058447,DpS,Hetionet
MESH:D009373,D011141,DpS,Hetionet
MESH:D013274,D000006,DpS,Hetionet
MESH:D051436,D016534,DpS,Hetionet
MESH:D003866,D011595,DpS,Hetionet
MESH:D002532,D065634,DpS,Hetionet
MESH:D008113,D001260,DpS,Hetionet
DOID:90,D059350,DpS,Hetionet
MESH:D006111,D004487,DpS,Hetionet
MESH:D018317,D006987,DpS,Hetionet
MESH:D012559,D020238,DpS,Hetionet
MESH:D006111,D011696,DpS,Hetionet
MESH:D001932,D001049,DpS,Hetionet
MESH:D010610,D005157,DpS,Hetionet
MESH:D001172,D016553,DpS,Hetionet
MESH:D005879,D013064,DpS,Hetionet
MESH:D005134,D052245,DpS,Hetionet
MESH:D004827,D002375,DpS,Hetionet
MESH:D009373,D017116,DpS,Hetionet
MESH:D003922,D007625,DpS,Hetionet
MESH:C562839,D017699,DpS,Hetionet
MESH:D010001,D010243,DpS,Hetionet
MESH:D051436,D020189,DpS,Hetionet
MESH:D001859,D017288,DpS,Hetionet
MESH:D001471,D006356,DpS,Hetionet
MESH:D007037,D007040,DpS,Hetionet
MESH:D005901,D014823,DpS,Hetionet
MESH:D005910,D057896,DpS,Hetionet
MESH:D010024,D013746,DpS,Hetionet
MESH:C562840,D000855,DpS,Hetionet
MESH:D014594,D010148,DpS,Hetionet
MESH:D005910,D009886,DpS,Hetionet
MESH:D019955,D007859,DpS,Hetionet
MESH:D001714,D002524,DpS,Hetionet
MESH:D002532,D004411,DpS,Hetionet
MESH:D013120,D001416,DpS,Hetionet
MESH:D006258,D014103,DpS,Hetionet
MESH:D000740,D005334,DpS,Hetionet
MESH:D002971,D008607,DpS,Hetionet
MESH:D051436,D015430,DpS,Hetionet
MESH:D004827,D012892,DpS,Hetionet
MESH:D009103,D006987,DpS,Hetionet
MESH:D001932,D011141,DpS,Hetionet
MESH:D006973,D056128,DpS,Hetionet
MESH:C562839,D004417,DpS,Hetionet
MESH:D055113,D005884,DpS,Hetionet
MESH:D014594,D017699,DpS,Hetionet
MESH:D009373,D010264,DpS,Hetionet
MESH:D012878,D009755,DpS,Hetionet
MESH:D018204,D019547,DpS,Hetionet
MESH:D008268,D052245,DpS,Hetionet
MESH:D007037,D004487,DpS,Hetionet
MESH:D055113,D020078,DpS,Hetionet
MESH:D004827,D020324,DpS,Hetionet
MESH:D003866,D059445,DpS,Hetionet
MESH:D012468,D014313,DpS,Hetionet
MESH:D010195,D010146,DpS,Hetionet
MESH:D009373,D060486,DpS,Hetionet
MESH:D012148,D020922,DpS,Hetionet
MESH:D013167,D020069,DpS,Hetionet
MESH:D009103,D004421,DpS,Hetionet
MESH:D007037,D013746,DpS,Hetionet
MESH:D019042,D014103,DpS,Hetionet
MESH:D010051,D005414,DpS,Hetionet
MESH:D010300,D059445,DpS,Hetionet
MESH:D005910,D020324,DpS,Hetionet
MESH:D012004,D001750,DpS,Hetionet
MESH:D054990,D004417,DpS,Hetionet
MESH:D007078,D000006,DpS,Hetionet
MESH:D008479,D012133,DpS,Hetionet
MESH:D002532,D013575,DpS,Hetionet
MESH:D006258,D010149,DpS,Hetionet
MESH:D005706,D041781,DpS,Hetionet
MESH:D009103,D003248,DpS,Hetionet
MESH:D000544,D003221,DpS,Hetionet
MESH:D017202,D000789,DpS,Hetionet
MESH:D017545,D010243,DpS,Hetionet
MESH:D012559,D059445,DpS,Hetionet
MESH:D013274,D001247,DpS,Hetionet
MESH:D006258,D014839,DpS,Hetionet
MESH:D013964,D001260,DpS,Hetionet
MESH:D024821,D015431,DpS,Hetionet
MESH:D002532,D006429,DpS,Hetionet
MESH:D005910,D001039,DpS,Hetionet
MESH:D009103,D010468,DpS,Hetionet
MESH:D009103,D006429,DpS,Hetionet
MESH:D009383,D005334,DpS,Hetionet
MESH:D012004,D010148,DpS,Hetionet
MESH:D001714,D000326,DpS,Hetionet
MESH:D010300,D013064,DpS,Hetionet
MESH:D006111,D013746,DpS,Hetionet
MESH:D001289,D011596,DpS,Hetionet
MESH:D024821,D020181,DpS,Hetionet
MESH:D008881,D001259,DpS,Hetionet
MESH:D010412,D019080,DpS,Hetionet
MESH:D013953,D004417,DpS,Hetionet
MESH:D005910,D009207,DpS,Hetionet
MESH:C562840,D001260,DpS,Hetionet
MESH:D008579,D012021,DpS,Hetionet
MESH:D000690,D001184,DpS,Hetionet
MESH:D001714,D001247,DpS,Hetionet
MESH:D003731,D012415,DpS,Hetionet
MESH:D000690,D009886,DpS,Hetionet
MESH:D012878,D010146,DpS,Hetionet
MESH:D015179,D010149,DpS,Hetionet
MESH:D005910,D015354,DpS,Hetionet
MESH:D005910,D014839,DpS,Hetionet
MESH:D001321,D009903,DpS,Hetionet
MESH:D008288,D014474,DpS,Hetionet
MESH:D018204,D017116,DpS,Hetionet
MESH:D017544,D010264,DpS,Hetionet
MESH:D017202,D006337,DpS,Hetionet
MESH:D009373,D006939,DpS,Hetionet
MESH:D004379,D019080,DpS,Hetionet
MESH:D008268,D014786,DpS,Hetionet
MESH:D001932,D009461,DpS,Hetionet
MESH:D004827,D012640,DpS,Hetionet
MESH:D050197,D007383,DpS,Hetionet
MESH:D000544,D010468,DpS,Hetionet
MESH:D012030,D004314,DpS,Hetionet
MESH:D000544,D062706,DpS,Hetionet
MESH:D005901,D015354,DpS,Hetionet
MESH:D001714,D003221,DpS,Hetionet
MESH:D008881,D000857,DpS,Hetionet
MESH:D005134,D005157,DpS,Hetionet
MESH:D006258,D014313,DpS,Hetionet
MESH:D008579,D003639,DpS,Hetionet
MESH:D000740,D012877,DpS,Hetionet
MESH:D018317,D017116,DpS,Hetionet
MESH:D000740,D007625,DpS,Hetionet
MESH:D006973,D002303,DpS,Hetionet
MESH:D001859,D017116,DpS,Hetionet
MESH:D051436,D012891,DpS,Hetionet
DOID:1725,D003248,DpS,Hetionet
MESH:D011471,D014550,DpS,Hetionet
MESH:D008579,D009886,DpS,Hetionet
MESH:D011085,D006628,DpS,Hetionet
MESH:D045743,D014313,DpS,Hetionet
MESH:D001932,D006987,DpS,Hetionet
MESH:D012030,D015875,DpS,Hetionet
MESH:D009373,D006423,DpS,Hetionet
MESH:D051436,D000855,DpS,Hetionet
MESH:D007079,D010146,DpS,Hetionet
MESH:D004379,D009325,DpS,Hetionet
MESH:D007079,D003085,DpS,Hetionet
MESH:D000544,D004411,DpS,Hetionet
MESH:D014594,D004487,DpS,Hetionet
MESH:D013274,D006396,DpS,Hetionet
MESH:D003866,D005221,DpS,Hetionet
MESH:D001932,D014786,DpS,Hetionet
MESH:D008113,D005334,DpS,Hetionet
MESH:D010300,D017827,DpS,Hetionet
MESH:D000740,D005132,DpS,Hetionet
MESH:D003093,D016553,DpS,Hetionet
MESH:D009765,D001835,DpS,Hetionet
MESH:D007562,D000377,DpS,Hetionet
MESH:D002446,D003967,DpS,Hetionet
MESH:D002311,D001835,DpS,Hetionet
MESH:D010024,D004614,DpS,Hetionet
MESH:D012030,D015877,DpS,Hetionet
MESH:D007918,D006987,DpS,Hetionet
MESH:D001714,D003117,DpS,Hetionet
MESH:D018204,D009133,DpS,Hetionet
MESH:D001749,D011507,DpS,Hetionet
MESH:D000437,D008607,DpS,Hetionet
MESH:D012559,D001308,DpS,Hetionet
MESH:D009103,D000381,DpS,Hetionet
MESH:D018204,D000860,DpS,Hetionet
MESH:D003093,D015746,DpS,Hetionet
MESH:D009765,D056865,DpS,Hetionet
MESH:D005642,D011681,DpS,Hetionet
MESH:D014594,D015746,DpS,Hetionet
MESH:D001932,D006316,DpS,Hetionet
MESH:D012559,D008607,DpS,Hetionet
MESH:D008180,D011695,DpS,Hetionet
MESH:D008105,D011537,DpS,Hetionet
MESH:D006973,D057774,DpS,Hetionet
MESH:D018317,D003638,DpS,Hetionet
MESH:D010195,D010148,DpS,Hetionet
MESH:D010300,D020187,DpS,Hetionet
